title,UPC,star_rating,price,in_stock,stock_count,link
Catching Jordan (Hundred Oaks),e2e7b683b4c15b7d,3,50.83,True,14,https://books.toscrape.com/catalogue/catching-jordan-hundred-oaks_673/index.html
"Carry On, Warrior: Thoughts on Life Unarmed",1b0fc9f777cad045,3,31.85,True,14,https://books.toscrape.com/catalogue/carry-on-warrior-thoughts-on-life-unarmed_672/index.html
Carrie,5f22418922fa728b,2,46.23,True,14,https://books.toscrape.com/catalogue/carrie_671/index.html
Buying In: The Secret Dialogue Between What We Buy and Who We Are,16ef91b9d827859c,4,37.8,True,14,https://books.toscrape.com/catalogue/buying-in-the-secret-dialogue-between-what-we-buy-and-who-we-are_670/index.html
Brain on Fire: My Month of Madness,a80f66b254fe9eb3,5,49.32,True,14,https://books.toscrape.com/catalogue/brain-on-fire-my-month-of-madness_669/index.html
Batman: Europa,bf68dcb5fad3cc8c,2,32.01,True,14,https://books.toscrape.com/catalogue/batman-europa_668/index.html
Barefoot Contessa Back to Basics,999912e63a3262ae,1,28.01,True,14,https://books.toscrape.com/catalogue/barefoot-contessa-back-to-basics_667/index.html
Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,0e0da9192a025efc,5,50.62,True,14,https://books.toscrape.com/catalogue/barefoot-contessa-at-home-everyday-recipes-youll-make-over-and-over-again_666/index.html
Balloon Animals,9b65f676984c9f0c,3,17.03,True,14,https://books.toscrape.com/catalogue/balloon-animals_665/index.html
Art Ops Vol. 1,ffdc825785c0ede8,3,48.8,True,14,https://books.toscrape.com/catalogue/art-ops-vol-1_664/index.html
Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1),41164b8ac02a2c42,4,58.14,True,14,https://books.toscrape.com/catalogue/aristotle-and-dante-discover-the-secrets-of-the-universe-aristotle-and-dante-discover-the-secrets-of-the-universe-1_663/index.html
Angels Walking (Angels Walking #1),1fbb5f786e53a0ce,2,34.2,True,14,https://books.toscrape.com/catalogue/angels-walking-angels-walking-1_662/index.html
Angels & Demons (Robert Langdon #1),ad41c24ccac0c7ce,3,51.48,True,14,https://books.toscrape.com/catalogue/angels-demons-robert-langdon-1_661/index.html
All the Light We Cannot See,39861fc1c0845d15,5,29.87,True,14,https://books.toscrape.com/catalogue/all-the-light-we-cannot-see_660/index.html
"Adulthood Is a Myth: A ""Sarah's Scribbles"" Collection",5319169a72714c62,2,10.9,True,14,https://books.toscrape.com/catalogue/adulthood-is-a-myth-a-sarahs-scribbles-collection_659/index.html
Abstract City,cf1aa2fc02a7d1e0,5,56.37,True,14,https://books.toscrape.com/catalogue/abstract-city_658/index.html
A Time of Torment (Charlie Parker #14),4416c474713ec1f5,5,48.35,True,14,https://books.toscrape.com/catalogue/a-time-of-torment-charlie-parker-14_657/index.html
A Study in Scarlet (Sherlock Holmes #1),63ee5bc46066a8a8,2,16.73,True,14,https://books.toscrape.com/catalogue/a-study-in-scarlet-sherlock-holmes-1_656/index.html
"A Series of Catastrophes and Miracles: A True Story of Love, Science, and Cancer",c1379d3744f1dd2c,2,56.48,True,14,https://books.toscrape.com/catalogue/a-series-of-catastrophes-and-miracles-a-true-story-of-love-science-and-cancer_655/index.html
A People's History of the United States,1ad06aed9349af46,2,40.79,True,14,https://books.toscrape.com/catalogue/a-peoples-history-of-the-united-states_654/index.html
A Man Called Ove,8682c03de6a844ff,1,39.72,True,14,https://books.toscrape.com/catalogue/a-man-called-ove_653/index.html
A Distant Mirror: The Calamitous 14th Century,d5e0526e1ab682a3,3,14.58,True,14,https://books.toscrape.com/catalogue/a-distant-mirror-the-calamitous-14th-century_652/index.html
A Brush of Wings (Angels Walking #3),01a177623cce9596,1,55.51,True,14,https://books.toscrape.com/catalogue/a-brush-of-wings-angels-walking-3_651/index.html
1491: New Revelations of the Americas Before Columbus,6e8e5626ac4d279e,3,21.8,True,14,https://books.toscrape.com/catalogue/1491-new-revelations-of-the-americas-before-columbus_650/index.html
"The Three Searches, Meaning, and the Story",ac5e0d3938caf686,3,13.33,True,13,https://books.toscrape.com/catalogue/the-three-searches-meaning-and-the-story_649/index.html
Searching for Meaning in Gailana,2f0213137a80d485,1,38.73,True,13,https://books.toscrape.com/catalogue/searching-for-meaning-in-gailana_648/index.html
Rook,44d97b6707dae3f0,4,37.86,True,13,https://books.toscrape.com/catalogue/rook_647/index.html
My Kitchen Year: 136 Recipes That Saved My Life,8bbd7df8a324f31d,2,11.53,True,13,https://books.toscrape.com/catalogue/my-kitchen-year-136-recipes-that-saved-my-life_646/index.html
13 Hours: The Inside Account of What Really Happened In Benghazi,4be9d1910f8a4e80,1,27.06,True,13,https://books.toscrape.com/catalogue/13-hours-the-inside-account-of-what-really-happened-in-benghazi_645/index.html
Will You Won't You Want Me?,077b635ff2afc578,3,13.86,True,12,https://books.toscrape.com/catalogue/will-you-wont-you-want-me_644/index.html
Tipping Point for Planet Earth: How Close Are We to the Edge?,148715df5a02ea5e,1,37.55,True,12,https://books.toscrape.com/catalogue/tipping-point-for-planet-earth-how-close-are-we-to-the-edge_643/index.html
The Star-Touched Queen,4a7a25be293ad678,5,32.3,True,12,https://books.toscrape.com/catalogue/the-star-touched-queen_642/index.html
The Silent Sister (Riley MacPherson #1),ce1ae197ada2aec4,5,46.29,True,12,https://books.toscrape.com/catalogue/the-silent-sister-riley-macpherson-1_641/index.html
The Midnight Watch: A Novel of the Titanic and the Californian,14e44163678e24dc,1,26.2,True,12,https://books.toscrape.com/catalogue/the-midnight-watch-a-novel-of-the-titanic-and-the-californian_640/index.html
The Lonely City: Adventures in the Art of Being Alone,582a21a1dbbef3cf,2,33.26,True,12,https://books.toscrape.com/catalogue/the-lonely-city-adventures-in-the-art-of-being-alone_639/index.html
The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore,3063c7e95d0bf76f,4,59.15,True,12,https://books.toscrape.com/catalogue/the-gray-rhino-how-to-recognize-and-act-on-the-obvious-dangers-we-ignore_638/index.html
The Golden Condom: And Other Essays on Love Lost and Found,235fa48eeed11d82,1,39.43,True,12,https://books.toscrape.com/catalogue/the-golden-condom-and-other-essays-on-love-lost-and-found_637/index.html
The Epidemic (The Program 0.6),f732d7d18a91d2ba,5,14.44,True,12,https://books.toscrape.com/catalogue/the-epidemic-the-program-06_636/index.html
The Dinner Party,c6ca293d4810e0d5,2,56.54,True,12,https://books.toscrape.com/catalogue/the-dinner-party_635/index.html
The Diary of a Young Girl,54fc03f1e1d355db,3,59.9,True,12,https://books.toscrape.com/catalogue/the-diary-of-a-young-girl_634/index.html
The Children,64fd010bf8d15096,3,11.88,True,12,https://books.toscrape.com/catalogue/the-children_633/index.html
Stars Above (The Lunar Chronicles #4.5),b63ea3f7a57ae099,2,48.05,True,12,https://books.toscrape.com/catalogue/stars-above-the-lunar-chronicles-45_632/index.html
Snatched: How A Drug Queen Went Undercover for the DEA and Was Kidnapped By Colombian Guerillas,f40fea200e0c644f,3,21.21,True,12,https://books.toscrape.com/catalogue/snatched-how-a-drug-queen-went-undercover-for-the-dea-and-was-kidnapped-by-colombian-guerillas_631/index.html
Raspberry Pi Electronics Projects for the Evil Genius,ebf81a62e4798fd1,4,49.67,True,12,https://books.toscrape.com/catalogue/raspberry-pi-electronics-projects-for-the-evil-genius_630/index.html
Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two,8976d9161c027142,1,43.14,True,12,https://books.toscrape.com/catalogue/quench-your-own-thirst-business-lessons-learned-over-a-beer-or-two_629/index.html
Psycho: Sanitarium (Psycho #1.5),b8d7b3f5c7a95d65,5,36.97,True,12,https://books.toscrape.com/catalogue/psycho-sanitarium-psycho-15_628/index.html
Poisonous (Max Revere Novels #3),abdd91e96515a617,3,26.8,True,12,https://books.toscrape.com/catalogue/poisonous-max-revere-novels-3_627/index.html
One with You (Crossfire #5),81ef44fcc5f454df,4,15.71,True,12,https://books.toscrape.com/catalogue/one-with-you-crossfire-5_626/index.html
No Love Allowed (Dodge Cove #1),db84624b151cbe06,4,54.65,True,12,https://books.toscrape.com/catalogue/no-love-allowed-dodge-cove-1_625/index.html
Murder at the 42nd Street Library (Raymond Ambler #1),e7fe3bf2768602cf,4,54.36,True,12,https://books.toscrape.com/catalogue/murder-at-the-42nd-street-library-raymond-ambler-1_624/index.html
Most Wanted,c039f5aceb093537,3,35.28,True,12,https://books.toscrape.com/catalogue/most-wanted_623/index.html
"Love, Lies and Spies",9546d537fbf99eb6,2,20.55,True,12,https://books.toscrape.com/catalogue/love-lies-and-spies_622/index.html
How to Speak Golf: An Illustrated Guide to Links Lingo,b978c9852cde91bd,5,58.32,True,12,https://books.toscrape.com/catalogue/how-to-speak-golf-an-illustrated-guide-to-links-lingo_621/index.html
Hide Away (Eve Duncan #20),bddc6fd036eb6279,1,11.84,True,12,https://books.toscrape.com/catalogue/hide-away-eve-duncan-20_620/index.html
Furiously Happy: A Funny Book About Horrible Things,c6a29d6df8de968c,4,41.46,True,12,https://books.toscrape.com/catalogue/furiously-happy-a-funny-book-about-horrible-things_619/index.html
Everyday Italian: 125 Simple and Delicious Recipes,76319fe9d8b465a3,5,20.1,True,12,https://books.toscrape.com/catalogue/everyday-italian-125-simple-and-delicious-recipes_618/index.html
Equal Is Unfair: America's Misguided Fight Against Income Inequality,3968e3fbf4695d7c,1,56.86,True,12,https://books.toscrape.com/catalogue/equal-is-unfair-americas-misguided-fight-against-income-inequality_617/index.html
Eleanor & Park,6983328f15506cb9,5,56.51,True,12,https://books.toscrape.com/catalogue/eleanor-park_616/index.html
Dirty (Dive Bar #1),df7e628bad5782b4,4,40.83,True,12,https://books.toscrape.com/catalogue/dirty-dive-bar-1_615/index.html
Can You Keep a Secret? (Fear Street Relaunch #4),d069086944f2e330,1,48.64,True,12,https://books.toscrape.com/catalogue/can-you-keep-a-secret-fear-street-relaunch-4_614/index.html
Boar Island (Anna Pigeon #19),49b24c6a41b82bd2,3,59.48,True,12,https://books.toscrape.com/catalogue/boar-island-anna-pigeon-19_613/index.html
A Paris Apartment,63343e287971bb0c,4,39.01,True,12,https://books.toscrape.com/catalogue/a-paris-apartment_612/index.html
"A la Mode: 120 Recipes in 60 Pairings: Pies, Tarts, Cakes, Crisps, and More Topped with Ice Cream, Gelato, Frozen Custard, and More",a4eef523118805ef,1,38.77,True,12,https://books.toscrape.com/catalogue/a-la-mode-120-recipes-in-60-pairings-pies-tarts-cakes-crisps-and-more-topped-with-ice-cream-gelato-frozen-custard-and-more_611/index.html
Troublemaker: Surviving Hollywood and Scientology,515cb8fcafb1ad98,2,48.39,True,11,https://books.toscrape.com/catalogue/troublemaker-surviving-hollywood-and-scientology_610/index.html
The Widow,6159d8b187831770,2,27.26,True,11,https://books.toscrape.com/catalogue/the-widow_609/index.html
"The Sleep Revolution: Transforming Your Life, One Night at a Time",985991708c47003e,4,11.68,True,11,https://books.toscrape.com/catalogue/the-sleep-revolution-transforming-your-life-one-night-at-a-time_608/index.html
The Improbability of Love,437d8dea9272d0a9,1,59.45,True,11,https://books.toscrape.com/catalogue/the-improbability-of-love_607/index.html
The Art of Startup Fundraising,1c584f82a7a1c4f0,3,21.0,True,11,https://books.toscrape.com/catalogue/the-art-of-startup-fundraising_606/index.html
Take Me Home Tonight (Rock Star Romance #3),cf62fa272b5f0fa3,3,53.98,True,11,https://books.toscrape.com/catalogue/take-me-home-tonight-rock-star-romance-3_605/index.html
Sleeping Giants (Themis Files #1),f435aa99d864077d,1,48.74,True,11,https://books.toscrape.com/catalogue/sleeping-giants-themis-files-1_604/index.html
"Setting the World on Fire: The Brief, Astonishing Life of St. Catherine of Siena",b06599b108e83f98,2,21.15,True,11,https://books.toscrape.com/catalogue/setting-the-world-on-fire-the-brief-astonishing-life-of-st-catherine-of-siena_603/index.html
Playing with Fire,05a61a3bd8ca4149,3,13.71,True,11,https://books.toscrape.com/catalogue/playing-with-fire_602/index.html
Off the Hook (Fishing for Trouble #1),b783ce08802cd1d1,3,47.67,True,11,https://books.toscrape.com/catalogue/off-the-hook-fishing-for-trouble-1_601/index.html
Mothering Sunday,47e1b2d43f709995,2,13.34,True,11,https://books.toscrape.com/catalogue/mothering-sunday_600/index.html
"Mother, Can You Not?",28b2df9fadc9f07e,5,16.89,True,11,https://books.toscrape.com/catalogue/mother-can-you-not_599/index.html
M Train,5569c3fea112718e,1,27.18,True,11,https://books.toscrape.com/catalogue/m-train_598/index.html
Lilac Girls,bade9943ee01b63f,2,17.28,True,11,https://books.toscrape.com/catalogue/lilac-girls_597/index.html
Lies and Other Acts of Love,469508882dfc1991,1,45.14,True,11,https://books.toscrape.com/catalogue/lies-and-other-acts-of-love_596/index.html
Lab Girl,825d6c44da3ca5a6,1,40.85,True,11,https://books.toscrape.com/catalogue/lab-girl_595/index.html
Keep Me Posted,20dc4f1ac5d4fd9c,4,20.46,True,11,https://books.toscrape.com/catalogue/keep-me-posted_594/index.html
It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle,ce8666d9b42fc9a0,3,56.27,True,11,https://books.toscrape.com/catalogue/it-didnt-start-with-you-how-inherited-family-trauma-shapes-who-we-are-and-how-to-end-the-cycle_593/index.html
Grey (Fifty Shades #4),b5953ca1f8a0b8d7,4,48.49,True,11,https://books.toscrape.com/catalogue/grey-fifty-shades-4_592/index.html
"Exit, Pursued by a Bear",c65c25d990fc7025,4,51.34,True,11,https://books.toscrape.com/catalogue/exit-pursued-by-a-bear_591/index.html
Daredevils,f608c903c451f387,3,16.34,True,11,https://books.toscrape.com/catalogue/daredevils_590/index.html
Cravings: Recipes for What You Want to Eat,2587c54f5530dafc,3,20.5,True,11,https://books.toscrape.com/catalogue/cravings-recipes-for-what-you-want-to-eat_589/index.html
Born for This: How to Find the Work You Were Meant to Do,816180220e8cb419,5,21.59,True,11,https://books.toscrape.com/catalogue/born-for-this-how-to-find-the-work-you-were-meant-to-do_588/index.html
Arena,2c34f9432069b52b,4,21.36,True,11,https://books.toscrape.com/catalogue/arena_587/index.html
Adultery,bb967277222e689c,5,20.88,True,11,https://books.toscrape.com/catalogue/adultery_586/index.html
A Mother's Reckoning: Living in the Aftermath of Tragedy,2b69dec0193511d9,3,19.53,True,11,https://books.toscrape.com/catalogue/a-mothers-reckoning-living-in-the-aftermath-of-tragedy_585/index.html
A Gentleman's Position (Society of Gentlemen #3),40c4bf520c17de54,5,14.75,True,11,https://books.toscrape.com/catalogue/a-gentlemans-position-society-of-gentlemen-3_584/index.html
11/22/63,a9d7b75461084a26,3,48.48,True,11,https://books.toscrape.com/catalogue/112263_583/index.html
"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",34669b2e9d407d3a,2,24.57,True,10,https://books.toscrape.com/catalogue/10-happier-how-i-tamed-the-voice-in-my-head-reduced-stress-without-losing-my-edge-and-found-self-help-that-actually-works_582/index.html
10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,96aa539bfd4c07e2,5,49.71,True,10,https://books.toscrape.com/catalogue/10-day-green-smoothie-cleanse-lose-up-to-15-pounds-in-10-days_581/index.html
Without Shame,ab60e6f5a63e1cfb,5,48.27,True,9,https://books.toscrape.com/catalogue/without-shame_580/index.html
Watchmen,d1848064c54e01c7,4,58.05,True,9,https://books.toscrape.com/catalogue/watchmen_579/index.html
Unlimited Intuition Now,4fd0a2a350f016e6,4,58.87,True,9,https://books.toscrape.com/catalogue/unlimited-intuition-now_578/index.html
Underlying Notes,0967effecd292a86,2,11.82,True,9,https://books.toscrape.com/catalogue/underlying-notes_577/index.html
The Shack,903a9f8090104c2c,1,28.03,True,9,https://books.toscrape.com/catalogue/the-shack_576/index.html
The New Brand You: Your New Image Makes the Sale for You,4b50fb1359ebf35d,5,44.05,True,9,https://books.toscrape.com/catalogue/the-new-brand-you-your-new-image-makes-the-sale-for-you_575/index.html
"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",65cfc9f242c2984a,4,12.34,True,9,https://books.toscrape.com/catalogue/the-moosewood-cookbook-recipes-from-moosewood-restaurant-ithaca-new-york_574/index.html
The Flowers Lied,33396269bcce166f,2,16.68,True,9,https://books.toscrape.com/catalogue/the-flowers-lied_573/index.html
"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",ca74f2e3c35a3e77,1,55.91,True,9,https://books.toscrape.com/catalogue/the-fabric-of-the-cosmos-space-time-and-the-texture-of-reality_572/index.html
The Book of Mormon,3f25a2fedae191cc,3,24.57,True,9,https://books.toscrape.com/catalogue/the-book-of-mormon_571/index.html
The Art and Science of Low Carbohydrate Living,f9c87ccb2bc4853b,5,52.98,True,9,https://books.toscrape.com/catalogue/the-art-and-science-of-low-carbohydrate-living_570/index.html
The Alien Club,e77594ece9b9d1fe,1,54.4,True,9,https://books.toscrape.com/catalogue/the-alien-club_569/index.html
Suzie Snowflake: One beautiful flake (a self-esteem story),0e095ed785af7e43,5,54.81,True,9,https://books.toscrape.com/catalogue/suzie-snowflake-one-beautiful-flake-a-self-esteem-story_568/index.html
Nap-a-Roo,913e7109cec0cb4c,1,25.08,True,9,https://books.toscrape.com/catalogue/nap-a-roo_567/index.html
"NaNo What Now? Finding your editing process, revising your NaNoWriMo book and building a writing career through publishing and beyond",ee6c67859d70186b,4,10.41,True,9,https://books.toscrape.com/catalogue/nano-what-now-finding-your-editing-process-revising-your-nanowrimo-book-and-building-a-writing-career-through-publishing-and-beyond_566/index.html
Modern Day Fables,6baac632f7711e26,2,47.44,True,9,https://books.toscrape.com/catalogue/modern-day-fables_565/index.html
If I Gave You God's Phone Number....: Searching for Spirituality in America,8fab4c4f6f82a4ce,1,20.91,True,9,https://books.toscrape.com/catalogue/if-i-gave-you-gods-phone-number-searching-for-spirituality-in-america_564/index.html
"Fruits Basket, Vol. 9 (Fruits Basket #9)",97187f5cf0385da3,4,33.95,True,9,https://books.toscrape.com/catalogue/fruits-basket-vol-9-fruits-basket-9_563/index.html
Dress Your Family in Corduroy and Denim,7e9068872228c474,3,43.68,True,9,https://books.toscrape.com/catalogue/dress-your-family-in-corduroy-and-denim_562/index.html
Don't Forget Steven,e845d305f64154f1,1,33.23,True,9,https://books.toscrape.com/catalogue/dont-forget-steven_561/index.html
Chernobyl 01:23:40: The Incredible True Story of the World's Worst Nuclear Disaster,7186241e043de5dc,2,35.92,True,9,https://books.toscrape.com/catalogue/chernobyl-012340-the-incredible-true-story-of-the-worlds-worst-nuclear-disaster_560/index.html
Art and Fear: Observations on the Perils (and Rewards) of Artmaking,d6d9ffea95f2f8bf,4,48.63,True,9,https://books.toscrape.com/catalogue/art-and-fear-observations-on-the-perils-and-rewards-of-artmaking_559/index.html
A Shard of Ice (The Black Symphony Saga #1),63d5f1651880dcea,3,56.63,True,9,https://books.toscrape.com/catalogue/a-shard-of-ice-the-black-symphony-saga-1_558/index.html
A Hero's Curse (The Unseen Chronicles #1),c181ca8eabe7d18c,3,50.49,True,9,https://books.toscrape.com/catalogue/a-heros-curse-the-unseen-chronicles-1_557/index.html
23 Degrees South: A Tropical Tale of Changing Whether...,61cf7eb9d2cd8bb0,2,35.79,True,9,https://books.toscrape.com/catalogue/23-degrees-south-a-tropical-tale-of-changing-whether_556/index.html
"Zero to One: Notes on Startups, or How to Build the Future",e77033ce559947f7,3,34.06,True,8,https://books.toscrape.com/catalogue/zero-to-one-notes-on-startups-or-how-to-build-the-future_555/index.html
Why Not Me?,04f6c929888f4f11,1,17.76,True,8,https://books.toscrape.com/catalogue/why-not-me_554/index.html
When Breath Becomes Air,b69c852e7e3956af,2,39.36,True,8,https://books.toscrape.com/catalogue/when-breath-becomes-air_553/index.html
Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,1809259a5a5f1d8d,2,36.94,True,8,https://books.toscrape.com/catalogue/vagabonding-an-uncommon-guide-to-the-art-of-long-term-world-travel_552/index.html
The Unlikely Pilgrimage of Harold Fry (Harold Fry #1),e0bdd79c7304ee8d,5,43.62,True,8,https://books.toscrape.com/catalogue/the-unlikely-pilgrimage-of-harold-fry-harold-fry-1_551/index.html
The New Drawing on the Right Side of the Brain,3eec766dda26fa64,3,43.02,True,8,https://books.toscrape.com/catalogue/the-new-drawing-on-the-right-side-of-the-brain_550/index.html
"The Midnight Assassin: Panic, Scandal, and the Hunt for America's First Serial Killer",5a0d2e9284004266,4,28.45,True,8,https://books.toscrape.com/catalogue/the-midnight-assassin-panic-scandal-and-the-hunt-for-americas-first-serial-killer_549/index.html
The Martian (The Martian #1),9afd00e81d6208e6,2,41.39,True,8,https://books.toscrape.com/catalogue/the-martian-the-martian-1_548/index.html
The High Mountains of Portugal,4f283dfcbeccc0d4,1,51.15,True,8,https://books.toscrape.com/catalogue/the-high-mountains-of-portugal_547/index.html
The Grownup,1bba4b1ba23ed2d6,1,35.88,True,8,https://books.toscrape.com/catalogue/the-grownup_546/index.html
The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,a2308a936e898d48,1,36.91,True,8,https://books.toscrape.com/catalogue/the-e-myth-revisited-why-most-small-businesses-dont-work-and-what-to-do-about-it_545/index.html
South of Sunshine,331c26103d885cae,1,28.93,True,8,https://books.toscrape.com/catalogue/south-of-sunshine_544/index.html
Smarter Faster Better: The Secrets of Being Productive in Life and Business,a2475a245c9907c4,5,38.89,True,8,https://books.toscrape.com/catalogue/smarter-faster-better-the-secrets-of-being-productive-in-life-and-business_543/index.html
Silence in the Dark (Logan Point #4),e46a164cf310fd7d,3,58.33,True,8,https://books.toscrape.com/catalogue/silence-in-the-dark-logan-point-4_542/index.html
Shadows of the Past (Logan Point #1),bee6e93e9976f4fa,5,39.67,True,8,https://books.toscrape.com/catalogue/shadows-of-the-past-logan-point-1_541/index.html
Roller Girl,aeb51dfbe8aeec59,5,14.1,True,8,https://books.toscrape.com/catalogue/roller-girl_540/index.html
Rising Strong,52fc458ffc756faf,3,21.82,True,8,https://books.toscrape.com/catalogue/rising-strong_539/index.html
Proofs of God: Classical Arguments from Tertullian to Barth,d56d0710668bb39c,1,54.21,True,8,https://books.toscrape.com/catalogue/proofs-of-god-classical-arguments-from-tertullian-to-barth_538/index.html
Please Kill Me: The Uncensored Oral History of Punk,4a823d80aa30dbb0,4,31.19,True,8,https://books.toscrape.com/catalogue/please-kill-me-the-uncensored-oral-history-of-punk_537/index.html
Out of Print: City Lights Spotlight No. 14,c0fc0cd215ee1724,5,53.64,True,8,https://books.toscrape.com/catalogue/out-of-print-city-lights-spotlight-no-14_536/index.html
My Life Next Door (My Life Next Door ),9a7291b89bd5445c,5,36.39,True,8,https://books.toscrape.com/catalogue/my-life-next-door-my-life-next-door_535/index.html
Miller's Valley,bff270fe9c86a5a9,2,58.54,True,8,https://books.toscrape.com/catalogue/millers-valley_534/index.html
Man's Search for Meaning,4729afff3bea0f0a,3,29.48,True,8,https://books.toscrape.com/catalogue/mans-search-for-meaning_533/index.html
"Love That Boy: What Two Presidents, Eight Road Trips, and My Son Taught Me About a Parent's Expectations",4d3a4c7b442a9a4e,2,25.06,True,8,https://books.toscrape.com/catalogue/love-that-boy-what-two-presidents-eight-road-trips-and-my-son-taught-me-about-a-parents-expectations_532/index.html
Living Forward: A Proven Plan to Stop Drifting and Get the Life You Want,044534b0b28b4e87,3,12.55,True,8,https://books.toscrape.com/catalogue/living-forward-a-proven-plan-to-stop-drifting-and-get-the-life-you-want_531/index.html
Les Fleurs du Mal,c44c5e1425475206,5,29.04,True,8,https://books.toscrape.com/catalogue/les-fleurs-du-mal_530/index.html
Left Behind (Left Behind #1),29af1a2566c4e36e,2,40.72,True,8,https://books.toscrape.com/catalogue/left-behind-left-behind-1_529/index.html
Kill 'Em and Leave: Searching for James Brown and the American Soul,39eefec3a8498dde,5,45.05,True,8,https://books.toscrape.com/catalogue/kill-em-and-leave-searching-for-james-brown-and-the-american-soul_528/index.html
Kierkegaard: A Christian Missionary to Christians,0cf57cb49272fd37,1,47.13,True,8,https://books.toscrape.com/catalogue/kierkegaard-a-christian-missionary-to-christians_527/index.html
John Vassos: Industrial Design for Modern Life,bd26e8a79a856c31,4,20.22,True,8,https://books.toscrape.com/catalogue/john-vassos-industrial-design-for-modern-life_526/index.html
I'll Give You the Sun,0ab4b35dcffcffd1,1,56.48,True,8,https://books.toscrape.com/catalogue/ill-give-you-the-sun_525/index.html
I Will Find You,bbf1ea50be8008ab,1,44.21,True,8,https://books.toscrape.com/catalogue/i-will-find-you_524/index.html
Hystopia: A Novel,0bfdef63285d3019,4,21.96,True,8,https://books.toscrape.com/catalogue/hystopia-a-novel_523/index.html
Howl and Other Poems,b7870fa6dc088fbb,2,40.45,True,8,https://books.toscrape.com/catalogue/howl-and-other-poems_522/index.html
History of Beauty,8a150fd8ff5d7686,4,10.29,True,8,https://books.toscrape.com/catalogue/history-of-beauty_521/index.html
Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,d48c1369927ebef1,2,52.86,True,8,https://books.toscrape.com/catalogue/heaven-is-for-real-a-little-boys-astounding-story-of-his-trip-to-heaven-and-back_520/index.html
Future Shock (Future Shock #1),df6a7c43faa6732b,5,55.65,True,8,https://books.toscrape.com/catalogue/future-shock-future-shock-1_519/index.html
Ender's Game (The Ender Quintet #1),e049d44c4f1cf1b2,1,43.64,True,8,https://books.toscrape.com/catalogue/enders-game-the-ender-quintet-1_518/index.html
Diary of a Citizen Scientist: Chasing Tiger Beetles and Other New Ways of Engaging the World,0c11e2d068768dbb,1,28.41,True,8,https://books.toscrape.com/catalogue/diary-of-a-citizen-scientist-chasing-tiger-beetles-and-other-new-ways-of-engaging-the-world_517/index.html
Death by Leisure: A Cautionary Tale,4dbd54d9e36c9566,4,37.51,True,8,https://books.toscrape.com/catalogue/death-by-leisure-a-cautionary-tale_516/index.html
Brilliant Beacons: A History of the American Lighthouse,7f5157bf53065d36,3,11.45,True,8,https://books.toscrape.com/catalogue/brilliant-beacons-a-history-of-the-american-lighthouse_515/index.html
Brazen: The Courage to Find the You That's Been Hiding,77e9ea355bd8ae57,2,19.22,True,8,https://books.toscrape.com/catalogue/brazen-the-courage-to-find-the-you-thats-been-hiding_514/index.html
Between the World and Me,04e3de7ac35ec5cd,4,56.91,True,8,https://books.toscrape.com/catalogue/between-the-world-and-me_513/index.html
Being Mortal: Medicine and What Matters in the End,15ebd83e53d0391b,4,55.06,True,8,https://books.toscrape.com/catalogue/being-mortal-medicine-and-what-matters-in-the-end_512/index.html
"A Murder Over a Girl: Justice, Gender, Junior High",fef91502cbacf23a,3,13.2,True,8,https://books.toscrape.com/catalogue/a-murder-over-a-girl-justice-gender-junior-high_511/index.html
32 Yolks,b1a227b7609ff263,2,53.63,True,8,https://books.toscrape.com/catalogue/32-yolks_510/index.html
"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",f16c2edb2a603f92,5,44.48,True,8,https://books.toscrape.com/catalogue/most-blessed-of-the-patriarchs-thomas-jefferson-and-the-empire-of-the-imagination_509/index.html
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,88ec621893e595d0,3,12.08,True,7,https://books.toscrape.com/catalogue/you-are-a-badass-how-to-stop-doubting-your-greatness-and-start-living-an-awesome-life_508/index.html
Wildlife of New York: A Five-Borough Coloring Book,b46d022080543144,2,22.14,True,7,https://books.toscrape.com/catalogue/wildlife-of-new-york-a-five-borough-coloring-book_507/index.html
What Happened on Beale Street (Secrets of the South Mysteries #2),9735c969c652dd89,5,25.37,True,7,https://books.toscrape.com/catalogue/what-happened-on-beale-street-secrets-of-the-south-mysteries-2_506/index.html
Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,48cb52d78c992487,2,46.33,True,7,https://books.toscrape.com/catalogue/unreasonable-hope-finding-faith-in-the-god-who-brings-purpose-to-your-pain_505/index.html
